time_utc,gage_height_m,gage_height_ft,gage_height_m_extra,gage_height_ft_extra
2019-03-04 17:00:00+00:00,4.82381326070854,15.826159498263008,4.82381326070854,15.826159498263008
2019-03-04 18:00:00+00:00,4.813230056867793,15.79143769977413,4.813230056867793,15.79143769977413
2019-03-04 19:00:00+00:00,4.802646853027046,15.756715901285252,4.802646853027046,15.756715901285252
2019-03-04 20:00:00+00:00,4.791874663403428,15.721374070680502,4.791874663403428,15.721374070680502
2019-03-04 21:00:00+00:00,4.78091348799694,15.68541220795988,4.78091348799694,15.68541220795988
2019-03-04 22:00:00+00:00,4.76976332680758,15.648830313123382,4.76976332680758,15.648830313123382
2019-03-04 23:00:00+00:00,4.75804620826961,15.610388321939267,4.75804620826961,15.610388321939267
2019-03-05 00:00:00+00:00,4.745384160817287,15.568846170175789,4.745384160817287,15.568846170175789
2019-03-05 01:00:00+00:00,4.732344141799223,15.526063954180565,4.732344141799223,15.526063954180565
2019-03-05 02:00:00+00:00,4.7187371654325485,15.481421641837722,4.7187371654325485,15.481421641837722
2019-03-05 03:00:00+00:00,4.705130189065873,15.436779329494877,4.705130189065873,15.436779329494877
2019-03-05 04:00:00+00:00,4.691712198482068,15.392757049267908,4.691712198482068,15.392757049267908
2019-03-05 05:00:00+00:00,4.678861165246875,15.350594865388558,4.678861165246875,15.350594865388558
2019-03-05 06:00:00+00:00,4.666955060926035,15.311532842088571,4.666955060926035,15.311532842088571
2019-03-05 07:00:00+00:00,4.655993885519546,15.275570979367949,4.655993885519546,15.275570979367949
2019-03-05 08:00:00+00:00,4.64597763902741,15.242709277226687,4.64597763902741,15.242709277226687
2019-03-05 09:00:00+00:00,4.636339364101015,15.211087639317173,4.636339364101015,15.211087639317173
2019-03-05 10:00:00+00:00,4.627268046523231,15.181326097755278,4.627268046523231,15.181326097755278
2019-03-05 11:00:00+00:00,4.618574700511189,15.15280462042513,4.618574700511189,15.15280462042513
2019-03-05 12:00:00+00:00,4.610637297630628,15.12676327155847,4.610637297630628,15.12676327155847
2019-03-05 13:00:00+00:00,4.60723555353896,15.115602693472761,4.60723555353896,15.115602693472761
2019-03-05 14:00:00+00:00,4.598920179092658,15.088321280374355,4.598920179092658,15.088321280374355
2019-03-05 15:00:00+00:00,4.590982776212098,15.062279931507698,4.590982776212098,15.062279931507698
2019-03-05 16:00:00+00:00,4.584746245377371,15.041818871683894,4.584746245377371,15.041818871683894
2019-03-05 17:00:00+00:00,4.581533487068573,15.031278325714059,4.581533487068573,15.031278325714059
2019-03-05 18:00:00+00:00,4.587014074771817,15.049259257074368,4.587014074771817,15.049259257074368
2019-03-05 19:00:00+00:00,4.609125411367664,15.121803014631487,4.609125411367664,15.121803014631487
2019-03-05 20:00:00+00:00,4.624244273997304,15.171405583901315,4.624244273997304,15.171405583901315
2019-03-05 21:00:00+00:00,4.636339364101015,15.211087639317173,4.636339364101015,15.211087639317173
2019-03-05 22:00:00+00:00,4.657316785999639,15.279911204179056,4.657316785999639,15.279911204179056
2019-03-05 23:00:00+00:00,4.678105222115393,15.348114736925066,4.678105222115393,15.348114736925066
