time_utc,gage_height_m,gage_height_ft
2019-02-27 11:00:00+00:00,17.523912048070844,57.49315160379275
2019-02-27 12:00:00+00:00,18.085122832561318,59.334394393980475
2019-02-27 13:00:00+00:00,18.638865445653998,61.15113530871946
2019-02-27 14:00:00+00:00,19.253968202665018,63.1691890380315
2019-02-27 15:00:00+00:00,19.836961176689133,65.08189570692878
2019-02-27 16:00:00+00:00,20.26001204086639,66.46985790415609
2019-02-27 17:00:00+00:00,20.476514536321993,67.18016795134665
2019-02-27 18:00:00+00:00,20.539100898628444,67.38550379225615
2019-02-27 19:00:00+00:00,20.516077719366645,67.30996842480687
2019-02-27 20:00:00+00:00,20.440366879871124,67.06157327415637
2019-02-27 21:00:00+00:00,20.324159823027916,66.68031651378291
2019-02-27 22:00:00+00:00,20.17877951273266,66.20334697655382
2019-02-27 23:00:00+00:00,20.009812105217915,65.64899194728314
2019-02-28 00:00:00+00:00,19.81660109905209,65.01509754981406
2019-02-28 01:00:00+00:00,19.58873767095115,64.26751410036337
2019-02-28 02:00:00+00:00,19.315908130445106,63.37240403068952
2019-02-28 03:00:00+00:00,19.00301343994325,62.34584661430341
2019-02-28 04:00:00+00:00,18.66634047280457,61.241276476796145
2019-02-28 05:00:00+00:00,18.310772506533148,60.07471487033421
2019-02-28 06:00:00+00:00,17.953270819030763,58.90180903390889
2019-02-28 07:00:00+00:00,17.585255762467852,57.69441051573503
2019-02-28 08:00:00+00:00,17.220537114744438,56.49782698753814
2019-02-28 09:00:00+00:00,16.861928202821403,55.32128852494457
2019-02-28 10:00:00+00:00,16.503753084160437,54.14617326863693
2019-02-28 11:00:00+00:00,16.153992652403627,52.99866525371191
2019-02-28 12:00:00+00:00,15.808570358524701,51.86538997506218
2019-02-28 13:00:00+00:00,15.4742054884262,50.76839233464821
2019-02-28 14:00:00+00:00,15.14943043741598,49.702857356291844
2019-02-28 15:00:00+00:00,14.84194001137351,48.69403046691466
2019-02-28 16:00:00+00:00,14.547551416964955,47.7281885908353
2019-02-28 17:00:00+00:00,14.264390573758687,46.79918317001045
2019-02-28 18:00:00+00:00,13.997276621628597,45.922825031303965
2019-02-28 19:00:00+00:00,13.741541949769339,45.08380049048124
2019-02-28 20:00:00+00:00,13.502578280673461,44.299798926364716
2019-02-28 21:00:00+00:00,13.27714764859996,43.56019709143269
2019-02-28 22:00:00+00:00,13.064722281072216,42.86326344863297
2019-02-28 23:00:00+00:00,12.864712279131753,42.20706263386662
2019-03-01 00:00:00+00:00,12.673608206220905,41.58008074729779
2019-03-01 01:00:00+00:00,12.493102454934421,40.98787025824705
2019-03-01 02:00:00+00:00,12.32471483291568,40.43541741242308
2019-03-01 03:00:00+00:00,12.165740574188604,39.91384830542094
2019-03-01 04:00:00+00:00,12.01215779058133,39.409967765650855
2019-03-01 05:00:00+00:00,11.865675297826044,38.9293821441196
2019-03-01 06:00:00+00:00,11.724159782738658,38.4650923816003
2019-03-01 07:00:00+00:00,11.587139125200155,38.01554952752168
2019-03-01 08:00:00+00:00,11.450573824291723,37.567500625689256
2019-03-01 09:00:00+00:00,11.317746629014566,37.13171585033615
2019-03-01 10:00:00+00:00,11.186956427507484,36.702614125623654
2019-03-01 11:00:00+00:00,11.058688211004105,36.28178663019071
2019-03-01 12:00:00+00:00,10.932896338346573,35.86908362270097
2019-03-01 13:00:00+00:00,10.808083058191064,35.45959122063557
2019-03-01 14:00:00+00:00,10.686276077972856,35.059962007656466
2019-03-01 15:00:00+00:00,10.565341897666803,34.66319631154116
2019-03-01 16:00:00+00:00,10.447693038307602,34.27720922780111
2019-03-01 17:00:00+00:00,10.333828807405503,33.90363890448827
2019-03-01 18:00:00+00:00,10.222485291416064,33.538338643489475
2019-03-01 19:00:00+00:00,10.114448471860586,33.18388712441909
2019-03-01 20:00:00+00:00,10.008694676972807,32.83692584399947
2019-03-01 21:00:00+00:00,9.905268806666458,32.49760211166358
2019-03-01 22:00:00+00:00,9.805640430518226,32.170737350061415
2019-03-01 23:00:00+00:00,9.70829713225217,31.85136956337821
