time_utc,nwm_height_ft,nwm_height_m
2019-03-01 23:00:00+00:00,21.25410067529354,6.478249885829471
2019-03-02 00:00:00+00:00,21.006448295551444,6.40276544048408
2019-03-02 01:00:00+00:00,20.820269910780794,6.346018268805986
2019-03-02 02:00:00+00:00,20.70259112040689,6.3101497735000205
2019-03-02 03:00:00+00:00,20.588425129745637,6.27535197954647
2019-03-02 04:00:00+00:00,20.467233539659084,6.238412782888089
2019-03-02 05:00:00+00:00,20.34252914985987,6.200402884877289
2019-03-02 06:00:00+00:00,20.226606759342296,6.1650697402475325
2019-03-02 07:00:00+00:00,20.117709968250026,6.131877998322608
2019-03-02 08:00:00+00:00,20.03164637529001,6.105645815188395
2019-03-02 09:00:00+00:00,19.982467179312856,6.090655996254559
2019-03-02 10:00:00+00:00,20.03164637529001,6.105645815188395
2019-03-02 11:00:00+00:00,20.117709968250026,6.131877998322608
2019-03-02 12:00:00+00:00,20.163376364514527,6.145797115904028
2019-03-02 13:00:00+00:00,20.94848710029266,6.385098868169203
2019-03-02 14:00:00+00:00,23.474190093690765,7.154933140556945
2019-03-02 15:00:00+00:00,26.184315072003198,7.9809792339465755
2019-03-02 16:00:00+00:00,26.914977412235196,8.203685115249288
2019-03-02 17:00:00+00:00,25.69252311223166,7.831081044608211
2019-03-02 18:00:00+00:00,24.185532035503165,7.371750164421365
2019-03-02 19:00:00+00:00,23.244101712511938,7.084802201973639
2019-03-02 20:00:00+00:00,22.91214213966615,6.983620924170244
2019-03-02 21:00:00+00:00,22.790950549579595,6.94668172751186
2019-03-02 22:00:00+00:00,22.476554975297077,6.85085395647055
2019-03-02 23:00:00+00:00,21.900455822421847,6.675258934674179
2019-03-03 00:00:00+00:00,21.224241877735984,6.469148924333928
2019-03-03 01:00:00+00:00,20.609501928021565,6.281776187660974
2019-03-03 02:00:00+00:00,20.140543166382272,6.138837557113317
2019-03-03 03:00:00+00:00,19.815609192961794,6.039797682014755
2019-03-03 04:00:00+00:00,19.611866809627877,5.977697003574577
2019-03-03 05:00:00+00:00,19.487162419828664,5.939687105563777
2019-03-03 06:00:00+00:00,19.409880826150278,5.916131675810605
2019-03-03 07:00:00+00:00,19.35718883046047,5.900071155524351
2019-03-03 08:00:00+00:00,19.31152243419597,5.886152037942932
2019-03-03 09:00:00+00:00,19.26234323821882,5.871162219009096
2019-03-03 10:00:00+00:00,19.2026256431037,5.852960296018009
2019-03-03 11:00:00+00:00,19.137638848419606,5.8331523209982965
2019-03-03 12:00:00+00:00,19.07265205373551,5.813344345978583
2019-03-03 13:00:00+00:00,19.058600854884894,5.809061540568916
2019-03-03 14:00:00+00:00,19.185061644540433,5.8476067892559245
2019-03-03 15:00:00+00:00,19.372996429167415,5.904889311610228
2019-03-03 16:00:00+00:00,19.478380420547026,5.9370103521827335
2019-03-03 17:00:00+00:00,19.485406019972338,5.939151754887569
2019-03-03 18:00:00+00:00,19.45906002212743,5.931121494744441
2019-03-03 19:00:00+00:00,19.44676522313314,5.927374040010982
2019-03-03 20:00:00+00:00,19.436226823995185,5.924161935953733
2019-03-03 21:00:00+00:00,19.365970829742103,5.902747908905393
2019-03-03 22:00:00+00:00,19.230728040804934,5.861525906837344
2019-03-03 23:00:00+00:00,19.06035725474122,5.809596891245124
2019-03-04 00:00:00+00:00,18.881204469395875,5.754991122271863
2019-03-04 01:00:00+00:00,18.705564483763183,5.701456054651018
2019-03-04 02:00:00+00:00,18.543975696981107,5.652203792439842
2019-03-04 03:00:00+00:00,18.403463708474955,5.609375738343167
2019-03-04 04:00:00+00:00,18.268220919537782,5.568153736275116
2019-03-04 05:00:00+00:00,18.13824733016959,5.528537786235692
2019-03-04 06:00:00+00:00,18.015299340226704,5.491063238901099
2019-03-04 07:00:00+00:00,17.918697348128724,5.461618951709635
2019-03-04 08:00:00+00:00,17.855466953300954,5.442346327366131
2019-03-04 09:00:00+00:00,17.781698159335225,5.419861598965377
2019-03-04 10:00:00+00:00,17.679826967668266,5.388811259745288
2019-03-04 11:00:00+00:00,17.563904577150687,5.3534781151155295
2019-03-04 12:00:00+00:00,17.46554618519638,5.323498477247857
2019-03-04 13:00:00+00:00,17.39177739123065,5.301013748847103
2019-03-04 14:00:00+00:00,17.314495797552265,5.277458319093931
2019-03-04 15:00:00+00:00,17.223163005023267,5.249620083931092
2019-03-04 16:00:00+00:00,17.12480461306896,5.219640446063419
2019-03-04 17:00:00+00:00,17.02117702154567,5.188054756167121
2019-03-04 18:00:00+00:00,16.910523830597075,5.154327663565989
2019-03-04 19:00:00+00:00,16.79284504022317,5.1184591682600225
2019-03-04 20:00:00+00:00,16.668140650423958,5.080449270249223
2019-03-04 21:00:00+00:00,16.538167061055766,5.0408333202097975
